Device ID,Device Type,Installation Date,Location ID,City,Region,Latitude,Longitude,Traffic Volume,Air Quality Index (AQI),Noise Level,Energy Consumption (kWh),Water Usage (liters),Temperature (°C),Humidity (%),Device Status,Maintenance Date,Power Outage Hours (per month),Incident Reports,Public WiFi Users,Connectivity Uptime (%),Smart Parking Spots,Road Quality Index,Device Manufacturer,Firmware Version,Energy Rate (per kWh),Water Rate (per liter),Operating Cost (per hour),Advertising Revenue (from WiFi),Maintenance Cost,Device Usage Hours,Date,Time,Country,Smart Parking Revenue
D0089,Smart Meter,19-06-2024,L0268,San Francisco,Mission District,81.604366,-90.980641,1689,67,71 dB,47.59,2356,39.6,75,Active,03-03-2023,17,3,234,94.23,41,63,UrbanTech,v2.1,0.13,0.0045,43.48,0.0,0.0,888,19-06-2024,11:52:49,USA,2624.97
D0090,Traffic Light,14-12-2021,L0310,Chicago,Lincoln Park,-20.354852,156.693395,1065,65,78 dB,18.75,1455,-8.9,23,Active,03-03-2023,28,4,234,90.94,26,11,DeviceCorp,v1.1,0.41,0.0072,46.46,0.0,0.0,300,14-12-2021,18:31:58,USA,1038.17
D0091,Public WiFi,13-09-2022,L0637,Miami,Brickell,-42.552502,-131.145255,1318,52,74 dB,18.15,2216,35.7,31,Under Maintenance,30-03-2023,27,4,114,96.81,39,63,SmartIoT,v2.0,0.38,0.0024,30.39,684.9,362.36,571,13-09-2022,02:27:38,USA,3709.6
D0092,Pollution Sensor,28-01-2021,L0595,Houston,Midtown,57.52162,64.720869,941,55,63 dB,4.01,1536,9.1,94,Inactive,03-03-2023,21,5,234,99.53,30,63,GreenTech,v2.0,0.28,0.0103,28.2,0.0,0.0,622,28-01-2021,17:33:24,USA,3923.53
D0093,Traffic Light,21-07-2021,L0879,New York,Manhattan,85.98347,48.823879,1485,90,60 dB,47.33,1850,0.4,97,Inactive,03-03-2023,11,5,234,95.7,32,60,DeviceCorp,v2.0,0.44,0.001,46.97,0.0,0.0,1661,21-07-2021,19:23:40,USA,3025.75
D0094,Public WiFi,19-05-2021,L0447,Chicago,The Loop,3.387724,109.307945,1869,103,64 dB,49.94,1057,0.5,42,Under Maintenance,26-02-2024,25,3,153,95.93,48,63,GreenTech,v2.0,0.27,0.006,17.07,924.85,124.85,521,19-05-2021,05:33:17,USA,3969.35
D0095,Public WiFi,23-05-2023,L0005,Chicago,Lincoln Park,20.68935,22.800813,1201,77,76 dB,23.72,2592,23.4,91,Inactive,03-03-2023,6,4,322,90.9,34,63,SmartIoT,v1.0,0.3,0.0054,19.07,564.36,0.0,301,23-05-2023,04:05:58,USA,2722.08
D0096,Pollution Sensor,20-11-2021,L0363,Los Angeles,Hollywood,-52.591187,-101.865343,1567,69,79 dB,1.91,1184,-0.6,79,Active,03-03-2023,5,10,234,93.92,35,63,GreenTech,v2.0,0.27,0.0047,43.35,0.0,0.0,1383,20-11-2021,03:05:13,USA,2852.3
D0097,Parking Sensor,05-01-2021,L0240,Houston,Midtown,-55.634211,-52.898379,1002,50,74 dB,38.93,2610,16.3,47,Inactive,03-03-2023,35,2,234,93.39,39,63,UrbanTech,v2.1,0.4,0.0034,14.98,0.0,0.0,691,05-01-2021,08:35:31,USA,2423.93
D0098,Pollution Sensor,05-01-2024,L0591,Houston,Downtown,-85.310103,102.001426,1355,59,80 dB,32.3,2911,0.5,71,Active,03-03-2023,3,4,234,93.87,37,63,GreenTech,v1.2,0.2,0.01,22.82,0.0,0.0,742,05-01-2024,20:15:10,USA,614.39
D0099,Smart Meter,27-06-2024,L0468,San Francisco,Financial District,-8.149101,86.855466,1531,88,80 dB,30.88,2645,14.4,82,Under Maintenance,10-08-2024,17,6,234,91.78,38,63,DeviceCorp,v2.1,0.47,0.0049,12.36,0.0,294.32,1147,27-06-2024,13:33:06,USA,985.51
D0100,Parking Sensor,22-10-2024,L0371,Los Angeles,Downtown,54.833208,81.371953,863,83,78 dB,11.28,2761,8.8,95,Under Maintenance,17-02-2023,34,9,234,91.24,28,63,UrbanTech,v1.2,0.25,0.002,18.32,0.0,343.05,473,22-10-2024,04:13:45,USA,641.43
D0101,Public WiFi,24-08-2023,L0337,San Francisco,Financial District,14.648343,-25.960395,1260,54,77 dB,42.85,1859,3.8,53,Under Maintenance,22-02-2024,29,9,113,96.67,28,63,GreenTech,v2.0,0.46,0.0088,34.26,901.96,484.16,1382,24-08-2023,04:11:18,USA,3363.85
D0102,Smart Meter,21-11-2024,L0364,Seattle,Capitol Hill,-50.489077,-178.263362,1341,62,61 dB,16.39,2316,38.9,57,Under Maintenance,10-05-2023,30,2,234,99.81,47,63,GreenTech,v1.2,0.23,0.0014,18.23,0.0,284.06,2174,21-11-2024,15:52:16,USA,1914.6
D0103,Public WiFi,11-12-2022,L0597,Los Angeles,Downtown,59.26142,91.086712,1191,86,69 dB,37.18,1061,16.7,86,Inactive,03-03-2023,17,2,413,91.24,36,63,UrbanTech,v2.0,0.44,0.0091,47.8,984.12,0.0,300,11-12-2022,01:02:09,USA,2788.57
D0104,Smart Meter,24-04-2022,L0747,San Francisco,Financial District,85.298703,123.46701,1119,98,73 dB,17.48,2017,27.2,88,Under Maintenance,06-07-2023,26,5,234,97.53,36,63,SmartIoT,v1.1,0.33,0.0059,19.54,0.0,278.06,976,24-04-2022,01:27:54,USA,4584.05
D0105,Public WiFi,25-07-2021,L0870,Seattle,Capitol Hill,86.956461,-115.204795,1410,84,61 dB,20.07,2561,15.1,64,Inactive,03-03-2023,43,5,277,94.11,27,63,UrbanTech,v2.0,0.21,0.0039,35.4,257.11,0.0,2177,25-07-2021,05:19:00,USA,1621.82
D0106,Traffic Light,24-10-2022,L0877,Houston,Midtown,-86.068665,-169.742184,2161,63,61 dB,35.45,2470,11.2,61,Inactive,03-03-2023,8,5,234,99.3,40,8,SmartIoT,v1.0,0.24,0.0056,25.39,0.0,0.0,1103,24-10-2022,13:43:33,USA,2346.72
D0107,Smart Meter,22-04-2021,L0677,Miami,South Beach,-32.86557,1.488496,1264,87,62 dB,19.68,2761,15.9,98,Active,03-03-2023,49,8,234,90.82,40,63,SmartIoT,v1.2,0.47,0.0052,41.56,0.0,0.0,1804,22-04-2021,23:11:38,USA,3899.98
D0108,Parking Sensor,26-10-2024,L0643,Seattle,Pioneer Square,52.920901,-44.467995,1416,70,80 dB,6.91,2891,-7.4,23,Under Maintenance,23-06-2023,30,2,234,93.49,46,63,SmartIoT,v2.0,0.29,0.0088,34.89,0.0,214.04,1103,26-10-2024,19:57:10,USA,1529.59
D0109,Public WiFi,28-01-2021,L0672,Miami,Brickell,-34.608368,167.742153,1423,89,65 dB,12.94,1475,-8.4,75,Under Maintenance,22-03-2023,29,0,122,98.88,38,63,GreenTech,v2.0,0.32,0.0013,33.65,447.09,132.65,847,28-01-2021,10:02:02,USA,846.41
D0110,Traffic Light,20-11-2022,L0683,Houston,Midtown,26.730162,6.283371,1321,90,77 dB,14.55,1628,8.3,29,Under Maintenance,30-01-2023,28,8,234,92.85,49,29,GreenTech,v1.0,0.36,0.0081,17.01,0.0,302.39,2142,20-11-2022,22:54:45,USA,1803.88
D0111,Traffic Light,18-04-2021,L0125,Miami,Brickell,78.955058,169.12307,962,80,65 dB,44.48,2035,25.7,22,Under Maintenance,16-02-2023,42,9,234,94.57,28,32,GreenTech,v1.2,0.1,0.0077,16.16,0.0,141.29,414,18-04-2021,13:09:00,USA,1225.5
D0112,Parking Sensor,28-09-2023,L0816,Seattle,Capitol Hill,-21.845895,129.044777,1365,65,67 dB,30.69,1524,10.0,46,Under Maintenance,09-09-2023,15,8,234,92.43,28,63,DeviceCorp,v1.1,0.48,0.0043,17.03,0.0,169.67,421,28-09-2023,09:29:45,USA,4683.64
D0113,Smart Meter,25-06-2021,L0084,Chicago,Lincoln Park,-63.745616,-147.848039,2274,100,61 dB,17.35,2280,22.2,85,Active,03-03-2023,17,9,234,95.24,26,63,DeviceCorp,v1.1,0.15,0.0075,26.32,0.0,0.0,996,25-06-2021,10:58:50,USA,4136.54
D0114,Pollution Sensor,31-03-2024,L0232,Miami,Brickell,-30.452606,0.467451,1505,91,69 dB,44.34,2966,25.7,43,Inactive,03-03-2023,26,5,234,95.19,32,63,DeviceCorp,v2.0,0.25,0.0068,38.9,0.0,0.0,1344,31-03-2024,04:27:11,USA,3350.32
D0115,Public WiFi,08-11-2024,L0007,Houston,Midtown,17.842382,-168.433833,1797,87,67 dB,37.66,2663,32.1,73,Inactive,03-03-2023,22,10,467,95.65,33,63,SmartIoT,v1.2,0.41,0.0054,43.97,126.17,0.0,1988,08-11-2024,16:00:00,USA,4421.57
D0116,Pollution Sensor,19-03-2023,L0948,Miami,Brickell,39.095419,-97.81009,1173,90,70 dB,1.09,2792,-4.7,57,Inactive,03-03-2023,32,10,234,93.67,47,63,DeviceCorp,v1.2,0.33,0.0029,22.26,0.0,0.0,1004,19-03-2023,16:31:28,USA,4116.52
D0117,Public WiFi,17-04-2024,L0797,Seattle,Capitol Hill,13.118581,45.467637,1500,58,60 dB,2.61,2243,2.8,99,Under Maintenance,14-04-2024,28,1,3,95.04,33,63,DeviceCorp,v2.0,0.37,0.0023,36.15,1162.86,462.03,1177,17-04-2024,19:00:51,USA,1339.57
D0118,Traffic Light,30-06-2021,L0470,Miami,Brickell,11.160305,-36.740642,1173,71,65 dB,10.1,1035,9.4,71,Under Maintenance,28-01-2023,14,8,234,93.54,30,33,GreenTech,v2.1,0.12,0.0025,29.71,0.0,159.49,300,30-06-2021,15:28:41,USA,4516.52
D0119,Pollution Sensor,19-06-2021,L0600,Miami,Brickell,-22.47959,-94.425753,1726,78,66 dB,19.29,2660,25.9,54,Inactive,03-03-2023,22,2,234,92.46,40,63,DeviceCorp,v2.1,0.47,0.0075,23.45,0.0,0.0,1674,19-06-2021,03:28:55,USA,2927.04
D0120,Pollution Sensor,25-01-2024,L0402,San Francisco,Mission District,27.273409,159.711214,1167,63,76 dB,45.75,1695,-6.5,46,Under Maintenance,20-04-2024,14,1,234,94.18,30,63,GreenTech,v1.1,0.24,0.0075,26.04,0.0,224.39,1468,25-01-2024,09:35:34,USA,4133.48
D0121,Public WiFi,16-11-2021,L0548,Chicago,The Loop,52.339123,-64.502203,1033,50,73 dB,18.31,1536,17.7,37,Inactive,03-03-2023,34,10,354,99.64,41,63,GreenTech,v2.1,0.4,0.0071,44.02,648.85,0.0,300,16-11-2021,22:02:48,USA,4532.41
D0122,Traffic Light,01-10-2024,L0149,Miami,Brickell,-53.351716,-87.235956,2042,100,68 dB,40.51,2136,20.0,64,Under Maintenance,30-09-2023,19,9,234,99.81,31,54,UrbanTech,v1.0,0.11,0.0053,29.23,0.0,327.21,824,01-10-2024,15:21:03,USA,1931.02
D0123,Smart Meter,07-11-2022,L0954,Houston,Downtown,-64.069344,-125.509467,1850,57,69 dB,14.33,1768,6.1,27,Active,03-03-2023,11,4,234,96.05,27,63,UrbanTech,v1.2,0.37,0.0073,19.36,0.0,0.0,1225,07-11-2022,03:01:58,USA,995.23
D0124,Smart Meter,19-10-2024,L0389,Houston,Downtown,-44.800489,30.748325,1633,72,68 dB,46.77,1196,3.2,50,Inactive,03-03-2023,37,5,234,92.41,30,63,DeviceCorp,v1.0,0.28,0.0099,14.6,0.0,0.0,500,19-10-2024,13:28:32,USA,1525.71
D0125,Smart Meter,24-07-2024,L0508,Seattle,Pioneer Square,-51.975092,127.324089,1850,62,79 dB,15.42,1141,9.8,77,Under Maintenance,12-08-2023,19,4,234,95.75,47,63,SmartIoT,v1.2,0.37,0.0092,39.41,0.0,364.07,1577,24-07-2024,17:07:22,USA,2421.99
D0126,Smart Meter,16-03-2023,L0143,Miami,Brickell,20.499629,-81.280203,1509,50,68 dB,37.51,1799,22.5,52,Under Maintenance,08-10-2023,34,10,234,98.42,28,63,GreenTech,v2.1,0.19,0.0025,34.69,0.0,165.12,771,16-03-2023,11:07:28,USA,4181.07
D0127,Pollution Sensor,03-05-2023,L0763,Chicago,Lincoln Park,-22.723372,-110.265897,1184,100,74 dB,12.28,1209,32.3,85,Active,03-03-2023,33,9,234,92.88,46,63,SmartIoT,v1.2,0.37,0.0063,31.22,0.0,0.0,769,03-05-2023,13:30:59,USA,4373.29
D0128,Parking Sensor,29-04-2024,L0138,Seattle,Capitol Hill,-25.27838,44.271098,1465,64,80 dB,3.81,2240,7.9,21,Active,03-03-2023,29,6,234,91.14,36,63,SmartIoT,v2.1,0.34,0.0067,28.56,0.0,0.0,721,29-04-2024,06:00:20,USA,531.28
D0129,Public WiFi,11-03-2022,L0327,Chicago,The Loop,-50.503203,0.827999,2142,104,61 dB,22.43,2510,24.8,86,Inactive,03-03-2023,10,9,28,97.55,38,63,SmartIoT,v2.1,0.34,0.0087,17.09,197.84,0.0,354,11-03-2022,05:21:15,USA,2798.36
D0130,Pollution Sensor,02-12-2024,L0255,Miami,South Beach,-52.997777,-34.012319,1815,76,80 dB,2.03,2518,2.8,86,Active,03-03-2023,44,9,234,96.31,38,63,GreenTech,v2.1,0.39,0.0093,10.1,0.0,0.0,1737,02-12-2024,06:47:05,USA,2378.35
D0131,Public WiFi,27-12-2021,L0530,Miami,South Beach,-62.610488,71.748447,1392,69,62 dB,15.79,2822,-9.8,35,Under Maintenance,07-03-2024,8,7,308,95.65,28,63,SmartIoT,v1.2,0.45,0.0059,45.35,494.42,166.25,371,27-12-2021,15:39:47,USA,1499.49
D0132,Pollution Sensor,20-03-2022,L0831,San Francisco,Mission District,50.232092,-25.204381,1241,86,63 dB,39.35,1324,-3.1,60,Active,03-03-2023,25,5,234,95.31,27,63,GreenTech,v1.0,0.15,0.0038,10.88,0.0,0.0,966,20-03-2022,14:49:39,USA,1039.39
D0133,Traffic Light,09-08-2021,L0481,Los Angeles,Hollywood,-80.125566,-31.339202,895,92,78 dB,34.29,2775,15.8,100,Under Maintenance,17-04-2023,1,4,234,90.16,38,38,GreenTech,v1.1,0.28,0.0077,27.36,0.0,418.11,637,09-08-2021,09:29:16,USA,2019.27
D0134,Pollution Sensor,16-06-2022,L0515,Seattle,Pioneer Square,10.914644,-147.111949,1610,56,62 dB,11.07,2492,-0.3,89,Inactive,03-03-2023,26,7,234,97.79,34,63,DeviceCorp,v1.2,0.38,0.0049,10.22,0.0,0.0,300,16-06-2022,07:52:02,USA,4743.09
D0135,Public WiFi,13-09-2023,L0660,Chicago,Lincoln Park,43.876317,14.345248,1549,74,63 dB,1.8,1733,23.7,23,Under Maintenance,03-06-2024,13,1,157,91.89,26,63,DeviceCorp,v2.0,0.3,0.0109,18.91,251.63,194.29,1165,13-09-2023,17:34:11,USA,1954.41
D0136,Smart Meter,25-10-2021,L0465,Chicago,The Loop,-83.023929,-119.205261,1464,87,68 dB,14.07,1236,7.2,30,Inactive,03-03-2023,40,9,234,99.17,50,63,GreenTech,v1.2,0.32,0.0053,14.12,0.0,0.0,1278,25-10-2021,18:36:51,USA,2834.56
D0137,Smart Meter,07-02-2024,L0951,Los Angeles,Downtown,-53.653814,-179.25026,1254,65,73 dB,17.41,2340,27.2,66,Active,03-03-2023,42,4,234,96.8,41,63,DeviceCorp,v2.1,0.17,0.0036,33.29,0.0,0.0,1825,07-02-2024,07:20:48,USA,3663.59
D0138,Smart Meter,10-06-2024,L0695,New York,Brooklyn,-54.170113,-69.730539,2072,94,69 dB,46.65,1878,19.8,37,Inactive,03-03-2023,5,10,234,93.47,29,63,GreenTech,v2.0,0.45,0.0093,25.41,0.0,0.0,1518,10-06-2024,11:21:45,USA,2136.33
D0139,Pollution Sensor,26-09-2023,L0109,Chicago,The Loop,60.586459,-101.620983,1996,67,78 dB,23.19,1510,1.0,42,Under Maintenance,01-06-2024,5,0,234,97.26,26,63,SmartIoT,v1.1,0.22,0.0045,23.54,0.0,276.38,1480,26-09-2023,00:24:10,USA,4873.02
D0140,Pollution Sensor,26-02-2021,L0987,Seattle,Capitol Hill,47.581002,-109.583781,1385,70,70 dB,38.89,2224,1.5,97,Active,03-03-2023,2,8,234,97.01,33,63,SmartIoT,v2.1,0.48,0.0033,17.56,0.0,0.0,618,26-02-2021,15:57:04,USA,4831.01
D0141,Pollution Sensor,17-11-2021,L0402,Los Angeles,Hollywood,-46.885836,123.565719,2071,77,75 dB,33.05,2073,17.8,49,Under Maintenance,20-11-2023,5,9,234,95.7,28,63,GreenTech,v2.0,0.45,0.0058,32.67,0.0,432.07,1992,17-11-2021,10:05:48,USA,1633.02
D0142,Smart Meter,05-08-2024,L0692,New York,Manhattan,-3.224498,21.899269,1536,69,72 dB,31.48,2755,4.3,58,Active,03-03-2023,21,6,234,97.45,45,63,GreenTech,v1.0,0.14,0.0044,19.56,0.0,0.0,300,05-08-2024,18:06:02,USA,2737.62
D0143,Pollution Sensor,08-03-2021,L0020,Chicago,The Loop,-39.173246,-94.116371,1561,83,74 dB,45.97,2885,29.0,86,Inactive,03-03-2023,37,10,234,90.64,32,63,DeviceCorp,v1.2,0.23,0.0091,40.35,0.0,0.0,1533,08-03-2021,09:29:21,USA,1853.95
D0144,Smart Meter,10-11-2021,L0735,New York,Manhattan,12.565648,111.663914,1144,78,77 dB,41.4,1168,-3.0,77,Active,03-03-2023,12,6,234,91.23,48,63,SmartIoT,v1.0,0.31,0.0049,24.38,0.0,0.0,863,10-11-2021,02:32:31,USA,1781.78
D0145,Parking Sensor,08-06-2021,L0872,Seattle,Capitol Hill,-79.405474,-122.917336,1114,95,72 dB,19.38,2669,1.5,73,Active,03-03-2023,9,1,234,98.64,27,63,GreenTech,v2.0,0.14,0.0077,17.67,0.0,0.0,1190,08-06-2021,00:15:20,USA,665.99
D0146,Public WiFi,30-08-2021,L0453,New York,Manhattan,75.384319,59.012174,2125,61,72 dB,32.08,1817,17.5,71,Active,03-03-2023,23,0,120,95.31,25,63,UrbanTech,v1.2,0.45,0.0052,15.87,669.83,0.0,1091,30-08-2021,07:04:45,USA,3243.04
D0147,Public WiFi,18-10-2021,L0312,Los Angeles,Downtown,-63.799821,-13.471055,1427,67,71 dB,42.42,2804,27.7,45,Under Maintenance,09-06-2024,33,3,256,93.22,36,63,GreenTech,v1.1,0.35,0.0018,24.52,152.99,368.93,300,18-10-2021,05:11:34,USA,2762.06
D0148,Public WiFi,06-05-2021,L0646,Chicago,The Loop,-16.490731,-91.144897,2285,85,79 dB,8.46,2645,38.1,97,Active,03-03-2023,39,0,58,97.89,25,63,SmartIoT,v1.2,0.38,0.007,14.1,397.83,0.0,300,06-05-2021,05:16:20,USA,731.65
D0149,Parking Sensor,18-04-2022,L0137,Houston,Midtown,34.246217,-52.099139,1161,66,79 dB,17.46,2313,8.6,45,Active,03-03-2023,49,4,234,99.97,31,63,GreenTech,v1.1,0.31,0.0099,18.07,0.0,0.0,1682,18-04-2022,00:27:53,USA,1753.91
D0150,Pollution Sensor,31-10-2021,L0746,Los Angeles,Downtown,34.270079,-24.540883,1672,53,77 dB,25.41,1469,26.1,30,Active,03-03-2023,16,6,234,91.7,50,63,DeviceCorp,v2.1,0.27,0.0042,38.58,0.0,0.0,981,31-10-2021,22:09:21,USA,4587.2
D0151,Public WiFi,04-08-2023,L0540,Houston,Downtown,-76.936929,13.733652,1033,52,76 dB,23.59,2003,28.5,86,Active,03-03-2023,10,2,478,95.45,45,63,GreenTech,v1.1,0.38,0.0062,18.41,444.22,0.0,1567,04-08-2023,01:30:00,USA,1578.03
D0152,Public WiFi,28-06-2021,L0144,New York,Brooklyn,-11.641894,19.212574,1280,95,73 dB,8.12,2748,39.4,35,Under Maintenance,25-05-2023,1,2,139,97.77,27,63,UrbanTech,v1.0,0.37,0.003,21.44,658.6,197.08,383,28-06-2021,23:04:42,USA,1152.03
D0153,Parking Sensor,24-10-2021,L0070,Los Angeles,Hollywood,-17.456025,34.207638,1773,62,69 dB,19.21,1123,34.2,31,Inactive,03-03-2023,8,5,234,91.15,49,63,DeviceCorp,v2.0,0.34,0.0055,33.78,0.0,0.0,765,24-10-2021,01:11:47,USA,2702.54
D0154,Traffic Light,04-10-2022,L0528,New York,Manhattan,43.715478,-157.875704,947,68,79 dB,16.78,2614,23.5,29,Active,03-03-2023,35,10,234,93.59,47,72,GreenTech,v1.1,0.28,0.0045,33.23,0.0,0.0,508,04-10-2022,06:06:50,USA,4935.43
D0155,Traffic Light,07-02-2021,L0128,Los Angeles,Hollywood,-42.252264,31.173051,1763,56,79 dB,1.71,1166,-9.0,22,Active,03-03-2023,15,10,234,93.48,41,52,GreenTech,v1.2,0.12,0.0049,40.44,0.0,0.0,660,07-02-2021,09:02:20,USA,1589.25
D0156,Smart Meter,22-04-2023,L0443,San Francisco,Financial District,-77.721047,25.426273,1958,56,73 dB,21.13,2282,26.4,84,Active,03-03-2023,3,9,234,92.34,46,63,SmartIoT,v1.0,0.15,0.0086,26.92,0.0,0.0,1126,22-04-2023,22:07:13,USA,3524.61
D0157,Traffic Light,02-12-2022,L0099,Miami,South Beach,-83.939232,-138.397122,1669,50,61 dB,22.16,1981,12.8,63,Inactive,03-03-2023,34,1,234,99.29,48,34,SmartIoT,v1.1,0.21,0.0035,44.17,0.0,0.0,300,02-12-2022,14:12:46,USA,3927.29
D0158,Parking Sensor,21-08-2023,L0636,Los Angeles,Downtown,-59.952971,-91.417297,1314,98,63 dB,20.17,1181,29.7,92,Inactive,03-03-2023,35,9,234,97.86,25,63,SmartIoT,v1.0,0.34,0.0016,45.94,0.0,0.0,1369,21-08-2023,15:57:12,USA,1569.37
D0159,Parking Sensor,20-04-2022,L0240,San Francisco,Financial District,33.745533,21.733073,1382,106,63 dB,32.98,1538,-3.6,88,Under Maintenance,05-11-2024,44,1,234,99.2,45,63,UrbanTech,v2.0,0.46,0.0028,13.47,0.0,155.83,559,20-04-2022,04:25:54,USA,3776.97
D0160,Parking Sensor,23-12-2022,L0377,San Francisco,Mission District,30.175736,-149.929166,1191,86,66 dB,42.75,1174,24.4,76,Under Maintenance,07-01-2023,9,6,234,97.16,44,63,UrbanTech,v1.0,0.28,0.006,45.03,0.0,449.94,1490,23-12-2022,04:30:14,USA,2155.02
D0161,Pollution Sensor,11-03-2023,L0444,Seattle,Capitol Hill,-73.875019,134.086322,930,63,74 dB,7.09,2357,10.8,50,Under Maintenance,03-04-2024,32,9,234,95.36,26,63,UrbanTech,v2.1,0.26,0.0032,25.22,0.0,204.47,1908,11-03-2023,18:50:50,USA,3345.38
D0162,Smart Meter,26-11-2023,L0733,San Francisco,Mission District,-66.971763,16.113646,1624,62,72 dB,20.6,1432,26.7,65,Inactive,03-03-2023,4,0,234,90.21,31,63,UrbanTech,v1.2,0.23,0.0082,10.59,0.0,0.0,1350,26-11-2023,08:53:10,USA,3350.88
D0163,Smart Meter,25-07-2023,L0633,San Francisco,Financial District,-26.876656,-177.343334,1723,67,68 dB,46.36,2268,32.2,90,Inactive,03-03-2023,3,1,234,95.53,48,63,GreenTech,v1.0,0.23,0.001,27.43,0.0,0.0,1103,25-07-2023,10:43:10,USA,2910.99
D0164,Pollution Sensor,14-10-2023,L0916,Seattle,Pioneer Square,3.513772,37.310459,1332,70,64 dB,29.12,1174,-9.0,57,Under Maintenance,30-04-2024,30,5,234,96.34,33,63,DeviceCorp,v1.0,0.46,0.0079,32.92,0.0,186.95,1864,14-10-2023,22:30:45,USA,906.3
D0165,Parking Sensor,23-11-2022,L0991,Chicago,Lincoln Park,77.99496,112.39194,2180,102,77 dB,19.78,1769,27.4,83,Under Maintenance,15-02-2024,6,2,234,93.68,34,63,GreenTech,v1.1,0.11,0.0067,19.54,0.0,326.08,1687,23-11-2022,18:21:12,USA,4258.86
D0166,Public WiFi,12-05-2023,L0804,Houston,Midtown,-16.729601,-76.701791,2085,95,71 dB,12.77,2502,27.0,62,Active,03-03-2023,1,7,310,92.99,47,63,SmartIoT,v2.1,0.37,0.0064,12.06,800.07,0.0,1587,12-05-2023,12:08:19,USA,1943.51
D0167,Public WiFi,26-01-2022,L0851,Houston,Midtown,-66.363181,-19.222105,1033,99,73 dB,22.56,2915,-1.4,70,Inactive,03-03-2023,44,9,284,91.79,45,63,SmartIoT,v2.1,0.45,0.0086,39.32,209.32,0.0,300,26-01-2022,13:26:13,USA,1339.33
D0168,Pollution Sensor,03-02-2021,L0961,San Francisco,Financial District,74.598188,43.098602,1899,59,60 dB,33.38,1769,19.5,70,Active,03-03-2023,0,3,234,93.59,32,63,SmartIoT,v2.0,0.21,0.0015,40.24,0.0,0.0,1787,03-02-2021,23:24:24,USA,683.49
D0169,Traffic Light,21-07-2024,L0740,Los Angeles,Downtown,-71.311031,82.622438,1230,50,64 dB,0.8,2519,0.0,25,Under Maintenance,04-10-2024,46,1,234,92.97,42,2,GreenTech,v2.1,0.21,0.0091,31.18,0.0,214.85,1907,21-07-2024,17:39:05,USA,3159.02
D0170,Public WiFi,14-11-2023,L0682,Chicago,Lincoln Park,61.726731,-104.626908,1873,91,71 dB,17.54,2245,17.3,21,Active,03-03-2023,1,9,183,90.16,48,63,UrbanTech,v2.0,0.25,0.0067,16.05,673.79,0.0,632,14-11-2023,02:53:30,USA,3549.04
D0171,Traffic Light,16-01-2022,L0167,Houston,Downtown,19.100643,64.395252,1691,90,80 dB,2.34,1998,39.9,58,Under Maintenance,12-11-2024,18,7,234,92.77,39,42,GreenTech,v1.2,0.44,0.0049,20.91,0.0,143.35,1289,16-01-2022,03:24:02,USA,574.65
D0172,Parking Sensor,18-07-2022,L0153,Los Angeles,Hollywood,-8.216524,109.541542,2297,84,67 dB,16.71,1095,8.3,33,Active,03-03-2023,26,8,234,96.27,31,63,DeviceCorp,v1.2,0.28,0.0045,48.85,0.0,0.0,2121,18-07-2022,01:09:32,USA,2804.42
D0173,Traffic Light,24-01-2023,L0950,Miami,South Beach,-48.001925,42.689321,1817,66,77 dB,24.66,2186,21.9,66,Active,03-03-2023,44,5,234,90.84,34,20,DeviceCorp,v2.1,0.25,0.002,17.69,0.0,0.0,1077,24-01-2023,03:58:11,USA,1519.23
D0174,Parking Sensor,24-01-2022,L0699,Chicago,The Loop,-39.26801,6.544473,1345,92,70 dB,49.18,1278,3.0,65,Inactive,03-03-2023,14,1,234,90.28,29,63,DeviceCorp,v1.1,0.44,0.0046,30.35,0.0,0.0,1609,24-01-2022,11:14:35,USA,3403.28
D0175,Smart Meter,04-08-2022,L0306,Chicago,The Loop,-70.325738,-105.445189,1972,66,76 dB,10.4,2877,23.5,53,Active,03-03-2023,48,0,234,96.01,38,63,UrbanTech,v2.1,0.44,0.0038,22.1,0.0,0.0,1134,04-08-2022,14:35:07,USA,1284.65
D0176,Public WiFi,05-09-2024,L0252,New York,Brooklyn,37.187469,35.874853,1559,89,77 dB,35.06,2200,25.2,46,Under Maintenance,23-08-2024,11,0,5,97.5,35,63,SmartIoT,v1.2,0.36,0.009,41.32,530.29,423.39,702,05-09-2024,23:32:47,USA,3609.22
D0177,Traffic Light,01-06-2021,L0176,New York,Manhattan,-56.318735,-49.589476,1350,52,67 dB,33.63,1889,14.3,24,Under Maintenance,16-02-2023,31,5,234,97.71,33,66,SmartIoT,v1.1,0.14,0.0096,38.11,0.0,209.84,758,01-06-2021,18:56:51,USA,2240.31
D0178,Smart Meter,21-09-2022,L0498,New York,Brooklyn,-2.49084,-170.17418,1412,74,65 dB,30.29,1520,10.0,88,Inactive,03-03-2023,27,3,234,98.38,44,63,DeviceCorp,v2.1,0.11,0.0093,12.56,0.0,0.0,1752,21-09-2022,10:19:33,USA,4715.28
D0179,Public WiFi,13-03-2021,L0132,San Francisco,Mission District,55.017349,-163.317871,1269,70,66 dB,11.43,1316,4.9,75,Under Maintenance,18-01-2024,3,9,483,93.4,26,63,DeviceCorp,v1.0,0.41,0.0089,39.66,465.2,315.61,729,13-03-2021,12:03:38,USA,1118.84
