Device ID,Device Type,Installation Date,Location ID,City,Region,Latitude,Longitude,Traffic Volume,Air Quality Index (AQI),Noise Level,Energy Consumption (kWh),Water Usage (liters),Temperature (°C),Humidity (%),Device Status,Maintenance Date,Power Outage Hours (per month),Incident Reports,Public WiFi Users,Connectivity Uptime (%),Smart Parking Spots,Road Quality Index,Device Manufacturer,Firmware Version,Energy Rate (per kWh),Water Rate (per liter),Operating Cost (per hour),Advertising Revenue (from WiFi),Maintenance Cost,Device Usage Hours,Date,Time
D0097,Parking Sensor,2024-10-21,L0240,Houston,Midtown,-55.634211,-52.898379,981,108,68 dB,38.93,4950,16.3,47,Inactive,2023-03-03,35,2,234,93.39,33,63,UrbanTech,v2.1,0.36,0.0036,14.86,0,0,783,2024-06-11,08:27:19
D0098,Pollution Sensor,2024-05-01,L0591,Houston,Downtown,-85.310103,102.001426,981,80,100 dB,32.3,4950,0.5,71,Active,2023-03-03,3,4,234,93.87,30,63,GreenTech,v1.2,0.19,0.0095,21.49,0,0,810,2024-06-10,19:32:33
D0099,Smart Meter,2023-08-20,L0468,San Francisco,Financial District,-8.149101,86.855466,981,209,76 dB,30.88,1328,14.4,82,Under Maintenance,2024-08-10,17,6,234,91.78,30,63,DeviceCorp,v2.1,0.47,0.0045,12.61,0,294.32,1199,2024-07-19,13:19:52
D0100,Parking Sensor,2023-11-22,L0371,Los Angeles,Downtown,54.833208,81.371953,981,108,89 dB,11.28,4950,8.8,95,Under Maintenance,2023-02-17,34,9,234,91.24,32,63,UrbanTech,v1.2,0.23,0.0019,18.85,0,343.05,413,2024-05-03,03:45:03
D0101,Public WiFi,2023-07-03,L0337,San Francisco,Financial District,14.648343,-25.960395,981,108,68 dB,42.85,4950,3.8,53,Under Maintenance,2024-02-22,29,9,113,96.67,30,63,GreenTech,v2.0,0.48,0.0092,37.34,758.71,484.16,1481,2024-04-08,04:08:32
D0102,Smart Meter,2023-03-25,L0364,Seattle,Capitol Hill,-50.489077,-178.263362,981,162,65 dB,16.39,9105,38.9,57,Under Maintenance,2023-05-10,30,2,234,99.81,30,63,GreenTech,v1.2,0.24,0.0013,20.25,0,284.06,1882,2024-02-19,15:29:16
D0103,Public WiFi,2024-08-15,L0597,Los Angeles,Downtown,59.26142,91.086712,981,108,80 dB,37.18,4950,16.7,86,Inactive,2023-03-03,17,2,413,91.24,30,63,UrbanTech,v2.0,0.41,0.0097,45.16,775.43,0,221,2024-05-07,00:42:46
D0104,Smart Meter,2023-11-19,L0747,San Francisco,Financial District,85.298703,123.46701,981,274,53 dB,17.48,1267,27.2,88,Under Maintenance,2023-07-06,26,5,234,97.53,30,63,SmartIoT,v1.1,0.32,0.006,19.67,0,278.06,1001,2024-06-15,01:22:00
D0105,Public WiFi,2022-02-03,L0870,Seattle,Capitol Hill,86.956461,-115.204795,981,108,60 dB,20.07,4950,15.1,64,Inactive,2023-03-03,43,5,277,94.11,30,63,UrbanTech,v2.0,0.22,0.0043,32.86,223.84,0,1874,2024-07-02,04:38:53
D0106,Traffic Light,2021-06-04,L0877,Houston,Midtown,-86.068665,-169.742184,1759,108,55 dB,35.45,4950,11.2,61,Inactive,2023-03-03,8,5,234,99.3,30,8,SmartIoT,v1.0,0.22,0.0062,23.86,0,0,1063,2024-08-13,12:47:15
D0107,Smart Meter,2020-11-25,L0677,Miami,South Beach,-32.86557,1.488496,981,24,60 dB,19.68,9635,15.9,98,Active,2023-03-03,49,8,234,90.82,30,63,SmartIoT,v1.2,0.48,0.0053,41.5,0,0,1559,2024-01-25,22:35:41
D0108,Parking Sensor,2023-06-10,L0643,Seattle,Pioneer Square,52.920901,-44.467995,981,108,60 dB,6.91,4950,-7.4,23,Under Maintenance,2023-06-23,30,2,234,93.49,34,63,SmartIoT,v2.0,0.27,0.0088,37.23,0,214.04,961,2024-02-15,19:01:11
D0109,Public WiFi,2020-08-10,L0672,Miami,Brickell,-34.608368,167.742153,981,108,59 dB,12.94,4950,-8.4,75,Under Maintenance,2023-03-22,29,0,122,98.88,30,63,GreenTech,v2.0,0.32,0.0013,30.71,426.19,132.65,920,2024-04-08,09:20:25
D0110,Traffic Light,2021-06-20,L0683,Houston,Midtown,26.730162,6.283371,1479,108,69 dB,14.55,4950,8.3,29,Under Maintenance,2023-01-30,28,8,234,92.85,30,29,GreenTech,v1.0,0.34,0.0084,16.55,0,302.39,1955,2024-11-17,22:20:38
D0111,Traffic Light,2022-07-17,L0125,Miami,Brickell,78.955058,169.12307,128,108,63 dB,44.48,4950,25.7,22,Under Maintenance,2023-02-16,42,9,234,94.57,30,32,GreenTech,v1.2,0.11,0.0071,16.34,0,141.29,455,2024-10-19,12:24:58
D0112,Parking Sensor,2024-02-02,L0816,Seattle,Capitol Hill,-21.845895,129.044777,981,108,65 dB,30.69,4950,10,46,Under Maintenance,2023-09-09,15,8,234,92.43,25,63,DeviceCorp,v1.1,0.48,0.0045,15.94,0,169.67,395,2024-11-27,09:12:41
D0113,Smart Meter,2022-06-19,L0084,Chicago,Lincoln Park,-63.745616,-147.848039,981,41,89 dB,17.35,9829,22.2,85,Active,2023-03-03,17,9,234,95.24,30,63,DeviceCorp,v1.1,0.15,0.0081,27.46,0,0,1089,2024-02-28,10:38:05
D0114,Pollution Sensor,2022-03-06,L0232,Miami,Brickell,-30.452606,0.467451,981,272,99 dB,44.34,4950,25.7,43,Inactive,2023-03-03,26,5,234,95.19,30,63,DeviceCorp,v2.0,0.25,0.0066,38.79,0,0,1458,2024-06-16,03:33:55
D0115,Public WiFi,2024-06-04,L0007,Houston,Midtown,17.842382,-168.433833,981,108,87 dB,37.66,4950,32.1,73,Inactive,2023-03-03,22,10,467,95.65,30,63,SmartIoT,v1.2,0.43,0.0054,43.06,100.22,0,1828,2024-05-20,15:54:23
D0116,Pollution Sensor,2023-04-26,L0948,Miami,Brickell,39.095419,-97.81009,981,258,82 dB,1.09,4950,-4.7,57,Inactive,2023-03-03,32,10,234,93.67,30,63,DeviceCorp,v1.2,0.33,0.0028,21.19,0,0,1105,2024-10-10,16:02:36
D0117,Public WiFi,2022-10-07,L0797,Seattle,Capitol Hill,13.118581,45.467637,981,108,58 dB,2.61,4950,2.8,99,Under Maintenance,2024-04-14,28,1,3,95.04,30,63,DeviceCorp,v2.0,0.34,0.0024,38.9,994.53,462.03,1109,2024-09-23,18:07:06
D0118,Traffic Light,2023-06-13,L0470,Miami,Brickell,11.160305,-36.740642,1526,108,76 dB,10.1,4950,9.4,71,Under Maintenance,2023-01-28,14,8,234,93.54,30,33,GreenTech,v2.1,0.11,0.0023,31.14,0,159.49,201,2024-09-02,15:02:58
D0119,Pollution Sensor,2020-07-18,L0600,Miami,Brickell,-22.47959,-94.425753,981,114,65 dB,19.29,4950,25.9,54,Inactive,2023-03-03,22,2,234,92.46,30,63,DeviceCorp,v2.1,0.44,0.0079,22.94,0,0,1423,2024-11-19,03:28:50
D0120,Pollution Sensor,2020-08-28,L0402,San Francisco,Mission District,27.273409,159.711214,981,213,56 dB,45.75,4950,-6.5,46,Under Maintenance,2024-04-20,14,1,234,94.18,30,63,GreenTech,v1.1,0.22,0.0077,28.45,0,224.39,1703,2024-10-28,09:08:35
D0121,Public WiFi,2020-01-08,L0548,Chicago,The Loop,52.339123,-64.502203,981,108,59 dB,18.31,4950,17.7,37,Inactive,2023-03-03,34,10,354,99.64,30,63,GreenTech,v2.1,0.41,0.0077,48.75,624.98,0,120,2024-05-14,21:46:47
D0122,Traffic Light,2024-09-01,L0149,Miami,Brickell,-53.351716,-87.235956,339,108,94 dB,40.51,4950,20,64,Under Maintenance,2023-09-30,19,9,234,99.81,30,54,UrbanTech,v1.0,0.11,0.0051,28.94,0,327.21,862,2024-05-30,14:29:18
D0123,Smart Meter,2024-06-22,L0954,Houston,Downtown,-64.069344,-125.509467,981,297,69 dB,14.33,8052,6.1,27,Active,2023-03-03,11,4,234,96.05,30,63,UrbanTech,v1.2,0.39,0.0067,18.84,0,0,1149,2024-05-10,02:24:21
D0124,Smart Meter,2023-06-02,L0389,Houston,Downtown,-44.800489,30.748325,981,155,85 dB,46.77,4791,3.2,50,Inactive,2023-03-03,37,5,234,92.41,30,63,DeviceCorp,v1.0,0.26,0.0095,14.03,0,0,551,2024-11-19,13:14:23
D0125,Smart Meter,2023-12-24,L0508,Seattle,Pioneer Square,-51.975092,127.324089,981,209,91 dB,15.42,4766,9.8,77,Under Maintenance,2023-08-12,19,4,234,95.75,30,63,SmartIoT,v1.2,0.36,0.0087,38.59,0,364.07,1731,2024-07-26,16:47:05
D0126,Smart Meter,2024-10-24,L0143,Miami,Brickell,20.499629,-81.280203,981,118,96 dB,37.51,5448,22.5,52,Under Maintenance,2023-10-08,34,10,234,98.42,30,63,GreenTech,v2.1,0.18,0.0025,32.73,0,165.12,898,2024-03-30,10:57:52
D0127,Pollution Sensor,2020-04-24,L0763,Chicago,Lincoln Park,-22.723372,-110.265897,981,133,74 dB,12.28,4950,32.3,85,Active,2023-03-03,33,9,234,92.88,30,63,SmartIoT,v1.2,0.37,0.0065,28.91,0,0,783,2024-12-06,13:02:40
D0128,Parking Sensor,2020-11-06,L0138,Seattle,Capitol Hill,-25.27838,44.271098,981,108,70 dB,3.81,4950,7.9,21,Active,2023-03-03,29,6,234,91.14,42,63,SmartIoT,v2.1,0.34,0.0062,27.27,0,0,843,2024-07-01,05:41:37
D0129,Public WiFi,2022-09-24,L0327,Chicago,The Loop,-50.503203,0.827999,981,108,56 dB,22.43,4950,24.8,86,Inactive,2023-03-03,10,9,28,97.55,30,63,SmartIoT,v2.1,0.34,0.0085,17.67,195.58,0,307,2024-01-10,04:36:43
D0130,Pollution Sensor,2021-11-13,L0255,Miami,South Beach,-52.997777,-34.012319,981,182,62 dB,2.03,4950,2.8,86,Active,2023-03-03,44,9,234,96.31,30,63,GreenTech,v2.1,0.37,0.0099,10.29,0,0,1756,2024-10-27,06:05:26
D0131,Public WiFi,2021-10-12,L0530,Miami,South Beach,-62.610488,71.748447,981,108,80 dB,15.79,4950,-9.8,35,Under Maintenance,2024-03-07,8,7,308,95.65,30,63,SmartIoT,v1.2,0.47,0.0055,46.35,438.13,166.25,350,2024-06-25,14:45:08
D0132,Pollution Sensor,2022-12-29,L0831,San Francisco,Mission District,50.232092,-25.204381,981,178,54 dB,39.35,4950,-3.1,60,Active,2023-03-03,25,5,234,95.31,30,63,GreenTech,v1.0,0.14,0.0037,10.12,0,0,1119,2024-11-08,14:01:53
D0133,Traffic Light,2020-09-14,L0481,Los Angeles,Hollywood,-80.125566,-31.339202,1151,108,50 dB,34.29,4950,15.8,100,Under Maintenance,2023-04-17,1,4,234,90.16,30,38,GreenTech,v1.1,0.27,0.0076,26.93,0,418.11,705,2024-01-06,09:09:30
D0134,Pollution Sensor,2021-10-09,L0515,Seattle,Pioneer Square,10.914644,-147.111949,981,170,88 dB,11.07,4950,-0.3,89,Inactive,2023-03-03,26,7,234,97.79,30,63,DeviceCorp,v1.2,0.36,0.005,10.45,0,0,138,2024-11-20,07:11:18
D0135,Public WiFi,2020-09-16,L0660,Chicago,Lincoln Park,43.876317,14.345248,981,108,78 dB,1.8,4950,23.7,23,Under Maintenance,2024-06-03,13,1,157,91.89,30,63,DeviceCorp,v2.0,0.3,0.01,18.59,252.94,194.29,1306,2024-09-26,16:34:24
D0136,Smart Meter,2023-07-06,L0465,Chicago,The Loop,-83.023929,-119.205261,981,171,96 dB,14.07,5676,7.2,30,Inactive,2023-03-03,40,9,234,99.17,30,63,GreenTech,v1.2,0.33,0.0051,13.19,0,0,1257,2024-02-12,18:20:22
D0137,Smart Meter,2021-09-14,L0951,Los Angeles,Downtown,-53.653814,-179.25026,981,86,86 dB,17.41,65,27.2,66,Active,2023-03-03,42,4,234,96.8,30,63,DeviceCorp,v2.1,0.16,0.0036,30.28,0,0,1564,2024-12-02,06:54:34
D0138,Smart Meter,2021-01-23,L0695,New York,Brooklyn,-54.170113,-69.730539,981,9,56 dB,46.65,3562,19.8,37,Inactive,2023-03-03,5,10,234,93.47,30,63,GreenTech,v2.0,0.47,0.0096,27.58,0,0,1564,2024-02-16,11:12:42
D0139,Pollution Sensor,2022-10-21,L0109,Chicago,The Loop,60.586459,-101.620983,981,279,100 dB,23.19,4950,1,42,Under Maintenance,2024-06-01,5,0,234,97.26,30,63,SmartIoT,v1.1,0.22,0.0043,22.47,0,276.38,1534,2024-01-30,23:41:15
D0140,Pollution Sensor,2022-12-03,L0987,Seattle,Capitol Hill,47.581002,-109.583781,981,105,70 dB,38.89,4950,1.5,97,Active,2023-03-03,2,8,234,97.01,30,63,SmartIoT,v2.1,0.45,0.0034,16.33,0,0,718,2024-08-24,15:27:08
D0141,Pollution Sensor,2021-04-06,L0402,Los Angeles,Hollywood,-46.885836,123.565719,981,27,81 dB,33.05,4950,17.8,49,Under Maintenance,2023-11-20,5,9,234,95.7,30,63,GreenTech,v2.0,0.44,0.0059,34.12,0,432.07,1751,2024-08-04,10:05:16
D0142,Smart Meter,2024-05-03,L0692,New York,Manhattan,-3.224498,21.899269,981,121,90 dB,31.48,4923,4.3,58,Active,2023-03-03,21,6,234,97.45,30,63,GreenTech,v1.0,0.13,0.0046,20.04,0,0,235,2024-10-19,17:29:21
D0143,Pollution Sensor,2023-11-07,L0020,Chicago,The Loop,-39.173246,-94.116371,981,257,92 dB,45.97,4950,29,86,Inactive,2023-03-03,37,10,234,90.64,30,63,DeviceCorp,v1.2,0.24,0.0099,41.64,0,0,1541,2024-11-05,09:26:44
D0144,Smart Meter,2021-06-03,L0735,New York,Manhattan,12.565648,111.663914,981,265,88 dB,41.4,8418,-3,77,Active,2023-03-03,12,6,234,91.23,30,63,SmartIoT,v1.0,0.29,0.0045,26.86,0,0,955,2024-09-01,02:29:37
D0145,Parking Sensor,2022-11-23,L0872,Seattle,Capitol Hill,-79.405474,-122.917336,981,108,79 dB,19.38,4950,1.5,73,Active,2023-03-03,9,1,234,98.64,25,63,GreenTech,v2.0,0.15,0.0078,17.12,0,0,1023,2024-02-14,00:13:50
D0146,Public WiFi,2023-02-06,L0453,New York,Manhattan,75.384319,59.012174,981,108,75 dB,32.08,4950,17.5,71,Active,2023-03-03,23,0,120,95.31,30,63,UrbanTech,v1.2,0.45,0.0049,17.59,638.88,0,957,2024-08-26,06:36:10
D0147,Public WiFi,2020-05-01,L0312,Los Angeles,Downtown,-63.799821,-13.471055,981,108,57 dB,42.42,4950,27.7,45,Under Maintenance,2024-06-09,33,3,256,93.22,30,63,GreenTech,v1.1,0.35,0.002,25.45,131.95,368.93,202,2024-06-09,04:52:45
D0148,Public WiFi,2024-01-07,L0646,Chicago,The Loop,-16.490731,-91.144897,981,108,90 dB,8.46,4950,38.1,97,Active,2023-03-03,39,0,58,97.89,30,63,SmartIoT,v1.2,0.4,0.0077,15.37,435.95,0,101,2024-10-16,05:10:23
D0149,Parking Sensor,2020-05-06,L0137,Houston,Midtown,34.246217,-52.099139,981,108,60 dB,17.46,4950,8.6,45,Active,2023-03-03,49,4,234,99.97,23,63,GreenTech,v1.1,0.32,0.0093,18.86,0,0,1675,2024-05-26,23:29:41
D0150,Pollution Sensor,2020-07-26,L0746,Los Angeles,Downtown,34.270079,-24.540883,981,23,98 dB,25.41,4950,26.1,30,Active,2023-03-03,16,6,234,91.7,30,63,DeviceCorp,v2.1,0.28,0.0043,38.52,0,0,849,2024-04-18,21:42:48
D0151,Public WiFi,2024-03-18,L0540,Houston,Downtown,-76.936929,13.733652,981,108,87 dB,23.59,4950,28.5,86,Active,2023-03-03,10,2,478,95.45,30,63,GreenTech,v1.1,0.36,0.0066,18.1,396.2,0,1709,2024-02-14,00:56:47
D0152,Public WiFi,2022-09-02,L0144,New York,Brooklyn,-11.641894,19.212574,981,108,65 dB,8.12,4950,39.4,35,Under Maintenance,2023-05-25,1,2,139,97.77,30,63,UrbanTech,v1.0,0.35,0.0033,22.67,682.65,197.08,353,2024-05-28,22:36:03
D0153,Parking Sensor,2020-08-08,L0070,Los Angeles,Hollywood,-17.456025,34.207638,981,108,73 dB,19.21,4950,34.2,31,Inactive,2023-03-03,8,5,234,91.15,26,63,DeviceCorp,v2.0,0.35,0.0052,34.13,0,0,812,2024-04-22,00:25:24
D0154,Traffic Light,2020-12-07,L0528,New York,Manhattan,43.715478,-157.875704,295,108,67 dB,16.78,4950,23.5,29,Active,2023-03-03,35,10,234,93.59,30,72,GreenTech,v1.1,0.27,0.0043,34.98,0,0,431,2024-05-17,05:24:56
D0155,Traffic Light,2021-10-26,L0128,Los Angeles,Hollywood,-42.252264,31.173051,669,108,68 dB,1.71,4950,-9,22,Active,2023-03-03,15,10,234,93.48,30,52,GreenTech,v1.2,0.12,0.0045,43.54,0,0,760,2024-12-06,08:29:15
D0156,Smart Meter,2021-03-21,L0443,San Francisco,Financial District,-77.721047,25.426273,981,94,84 dB,21.13,6531,26.4,84,Active,2023-03-03,3,9,234,92.34,30,63,SmartIoT,v1.0,0.15,0.0089,26.18,0,0,1317,2024-07-14,21:51:54
D0157,Traffic Light,2021-07-07,L0099,Miami,South Beach,-83.939232,-138.397122,1317,108,83 dB,22.16,4950,12.8,63,Inactive,2023-03-03,34,1,234,99.29,30,34,SmartIoT,v1.1,0.21,0.0037,46.49,0,0,219,2024-01-22,13:33:39
D0158,Parking Sensor,2024-10-18,L0636,Los Angeles,Downtown,-59.952971,-91.417297,981,108,50 dB,20.17,4950,29.7,92,Inactive,2023-03-03,35,9,234,97.86,31,63,SmartIoT,v1.0,0.31,0.0017,44.18,0,0,1599,2024-11-22,15:56:03
D0159,Parking Sensor,2020-03-27,L0240,San Francisco,Financial District,33.745533,21.733073,981,108,62 dB,32.98,4950,-3.6,88,Under Maintenance,2024-11-05,44,1,234,99.2,14,63,UrbanTech,v2.0,0.48,0.0027,12.92,0,155.83,518,2024-12-04,04:16:41
D0160,Parking Sensor,2020-02-19,L0377,San Francisco,Mission District,30.175736,-149.929166,981,108,63 dB,42.75,4950,24.4,76,Under Maintenance,2023-01-07,9,6,234,97.16,39,63,UrbanTech,v1.0,0.29,0.0061,49.75,0,449.94,1737,2024-11-17,04:21:22
D0161,Pollution Sensor,2023-09-03,L0444,Seattle,Capitol Hill,-73.875019,134.086322,981,32,51 dB,7.09,4950,10.8,50,Under Maintenance,2024-04-03,32,9,234,95.36,30,63,UrbanTech,v2.1,0.24,0.003,25.8,0,204.47,1705,2024-01-09,18:30:25
D0162,Smart Meter,2023-06-19,L0733,San Francisco,Mission District,-66.971763,16.113646,981,272,92 dB,20.6,1524,26.7,65,Inactive,2023-03-03,4,0,234,90.21,30,63,UrbanTech,v1.2,0.22,0.0085,10.38,0,0,1380,2024-02-17,08:39:44
D0163,Smart Meter,2024-03-22,L0633,San Francisco,Financial District,-26.876656,-177.343334,981,139,89 dB,46.36,1019,32.2,90,Inactive,2023-03-03,3,1,234,95.53,30,63,GreenTech,v1.0,0.21,0.0011,27.96,0,0,939,2024-08-07,10:29:05
D0164,Pollution Sensor,2021-10-21,L0916,Seattle,Pioneer Square,3.513772,37.310459,981,182,99 dB,29.12,4950,-9,57,Under Maintenance,2024-04-30,30,5,234,96.34,30,63,DeviceCorp,v1.0,0.42,0.0087,36.39,0,186.95,1587,2024-09-28,21:38:08
D0165,Parking Sensor,2024-04-21,L0991,Chicago,Lincoln Park,77.99496,112.39194,981,108,79 dB,19.78,4950,27.4,83,Under Maintenance,2024-02-15,6,2,234,93.68,40,63,GreenTech,v1.1,0.12,0.0062,18.56,0,326.08,1777,2024-02-01,17:34:33
D0166,Public WiFi,2022-01-15,L0804,Houston,Midtown,-16.729601,-76.701791,981,108,72 dB,12.77,4950,27,62,Active,2023-03-03,1,7,310,92.99,30,63,SmartIoT,v2.1,0.36,0.0069,12.4,642.64,0,1567,2024-04-11,11:28:44
D0167,Public WiFi,2021-08-18,L0851,Houston,Midtown,-66.363181,-19.222105,981,108,80 dB,22.56,4950,-1.4,70,Inactive,2023-03-03,44,9,284,91.79,30,63,SmartIoT,v2.1,0.47,0.0079,43.16,232.48,0,165,2024-09-03,13:02:10
D0168,Pollution Sensor,2022-01-20,L0961,San Francisco,Financial District,74.598188,43.098602,981,11,90 dB,33.38,4950,19.5,70,Active,2023-03-03,0,3,234,93.59,30,63,SmartIoT,v2.0,0.2,0.0016,38.74,0,0,1925,2024-10-23,22:43:01
D0169,Traffic Light,2022-08-20,L0740,Los Angeles,Downtown,-71.311031,82.622438,123,108,78 dB,0.8,4950,0,25,Under Maintenance,2024-10-04,46,1,234,92.97,30,2,GreenTech,v2.1,0.2,0.0084,29.57,0,214.85,1737,2024-03-26,17:07:52
D0170,Public WiFi,2020-09-27,L0682,Chicago,Lincoln Park,61.726731,-104.626908,981,108,100 dB,17.54,4950,17.3,21,Active,2023-03-03,1,9,183,90.16,30,63,UrbanTech,v2.0,0.23,0.0068,14.9,606.23,0,582,2024-06-10,02:52:38
D0171,Traffic Light,2019-12-15,L0167,Houston,Downtown,19.100643,64.395252,75,108,54 dB,2.34,4950,39.9,58,Under Maintenance,2024-11-12,18,7,234,92.77,30,42,GreenTech,v1.2,0.46,0.0053,21.62,0,143.35,1242,2024-07-09,02:48:22
D0172,Parking Sensor,2024-11-21,L0153,Los Angeles,Hollywood,-8.216524,109.541542,981,108,99 dB,16.71,4950,8.3,33,Active,2023-03-03,26,8,234,96.27,11,63,DeviceCorp,v1.2,0.27,0.0047,48.72,0,0,1984,2024-06-03,00:24:45
D0173,Traffic Light,2022-12-01,L0950,Miami,South Beach,-48.001925,42.689321,924,108,84 dB,24.66,4950,21.9,66,Active,2023-03-03,44,5,234,90.84,30,20,DeviceCorp,v2.1,0.26,0.0019,17.21,0,0,1043,2024-10-30,03:53:36
D0174,Parking Sensor,2021-06-29,L0699,Chicago,The Loop,-39.26801,6.544473,981,108,92 dB,49.18,4950,3,65,Inactive,2023-03-03,14,1,234,90.28,17,63,DeviceCorp,v1.1,0.41,0.0045,31.59,0,0,1640,2024-11-05,10:16:49
D0175,Smart Meter,2020-09-29,L0306,Chicago,The Loop,-70.325738,-105.445189,981,50,65 dB,10.4,3223,23.5,53,Active,2023-03-03,48,0,234,96.01,30,63,UrbanTech,v2.1,0.43,0.0036,22.78,0,0,1063,2024-05-12,13:45:37
D0176,Public WiFi,2022-11-20,L0252,New York,Brooklyn,37.187469,35.874853,981,108,66 dB,35.06,4950,25.2,46,Under Maintenance,2024-08-23,11,0,5,97.5,30,63,SmartIoT,v1.2,0.35,0.0095,45.23,508.93,423.39,622,2024-04-04,22:54:14
D0177,Traffic Light,2023-10-15,L0176,New York,Manhattan,-56.318735,-49.589476,59,108,80 dB,33.63,4950,14.3,24,Under Maintenance,2023-02-16,31,5,234,97.71,30,66,SmartIoT,v1.1,0.14,0.0094,38.77,0,209.84,671,2024-01-20,18:43:57
D0178,Smart Meter,2020-10-27,L0498,New York,Brooklyn,-2.49084,-170.17418,981,161,84 dB,30.29,4850,10,88,Inactive,2023-03-03,27,3,234,98.38,30,63,DeviceCorp,v2.1,0.12,0.009,11.78,0,0,1685,2024-10-20,09:54:39
D0179,Public WiFi,2020-07-16,L0132,San Francisco,Mission District,55.017349,-163.317871,981,108,97 dB,11.43,4950,4.9,75,Under Maintenance,2024-01-18,3,9,483,93.4,30,63,DeviceCorp,v1.0,0.38,0.0088,41.78,366.79,315.61,692,2024-08-21,11:36:29
D0180,Traffic Light,2021-04-23,L0675,Seattle,Capitol Hill,-34.693274,-93.405542,1323,108,76 dB,4.23,4950,36,29,Active,2023-03-03,37,10,234,97.88,30,3,SmartIoT,v1.1,0.16,0.0044,16.79,0,0,711,2024-06-27,22:57:00
D0181,Smart Meter,2021-01-06,L0125,Los Angeles,Downtown,19.46922,108.392005,981,256,93 dB,26.79,8954,7.6,56,Under Maintenance,2024-09-29,50,5,234,96.61,30,63,UrbanTech,v2.1,0.24,0.0024,23.76,0,408.74,1518,2024-08-05,05:11:52
D0182,Parking Sensor,2020-01-02,L0800,Los Angeles,Downtown,-71.404665,137.581562,981,108,98 dB,44.64,4950,13.1,60,Under Maintenance,2023-09-11,36,6,234,90.3,35,63,SmartIoT,v1.0,0.31,0.0041,41.33,0,233.2,1010,2024-11-15,09:59:15
D0183,Smart Meter,2022-08-03,L0750,Chicago,Lincoln Park,-11.730766,-7.361059,981,77,54 dB,26.39,6758,-6.6,77,Inactive,2023-03-03,29,7,234,90.27,30,63,UrbanTech,v2.1,0.14,0.0095,20.16,0,0,1822,2024-03-03,19:42:01
D0184,Pollution Sensor,2023-02-09,L0458,Houston,Downtown,-24.495652,23.707702,981,118,95 dB,41.6,4950,-7.1,85,Under Maintenance,2023-12-15,11,4,234,90.74,30,63,UrbanTech,v1.1,0.38,0.0025,26.18,0,290.02,859,2024-04-17,12:58:34
D0185,Traffic Light,2021-04-03,L0474,San Francisco,Mission District,-11.521955,61.296681,1159,108,95 dB,32.67,4950,-7.6,99,Inactive,2023-03-03,41,8,234,92.88,30,34,SmartIoT,v1.1,0.42,0.0032,27.83,0,0,716,2024-08-14,06:36:30
D0186,Traffic Light,2024-07-26,L0769,Miami,Brickell,38.792268,121.853004,160,108,90 dB,11.77,4950,-9.7,64,Active,2023-03-03,36,9,234,97.23,30,86,GreenTech,v2.1,0.26,0.006,48.12,0,0,1433,2024-07-10,22:41:38
D0187,Pollution Sensor,2021-07-20,L0024,New York,Brooklyn,-86.884529,-100.617825,981,33,90 dB,47.47,4950,37.8,70,Inactive,2023-03-03,19,8,234,99.48,30,63,UrbanTech,v2.0,0.33,0.0019,42.51,0,0,1965,2024-02-10,04:35:18
D0188,Public WiFi,2024-03-03,L0060,Miami,Brickell,-47.020255,66.859096,981,108,100 dB,18.46,4950,12.2,93,Under Maintenance,2024-10-15,5,6,326,95.36,30,63,SmartIoT,v2.1,0.1,0.0078,31.34,710.89,396.4,1181,2024-09-07,01:38:33
D0189,Parking Sensor,2021-03-13,L0998,New York,Brooklyn,-66.809055,-28.58841,981,108,90 dB,20.52,4950,15.6,79,Active,2023-03-03,6,6,234,91.33,36,63,GreenTech,v2.1,0.22,0.0066,41.6,0,0,937,2024-08-19,18:20:10
D0190,Traffic Light,2024-05-24,L0254,Houston,Downtown,-85.038084,5.994105,305,108,76 dB,37.87,4950,14.4,34,Under Maintenance,2023-12-31,4,1,234,94.29,30,70,SmartIoT,v1.1,0.26,0.0085,22.45,0,384.36,187,2024-08-14,19:09:18
D0191,Parking Sensor,2021-04-29,L0384,Los Angeles,Downtown,9.543603,83.490378,981,108,54 dB,9.78,4950,35.1,24,Under Maintenance,2024-11-03,3,9,234,94.84,37,63,GreenTech,v1.2,0.44,0.0014,42.39,0,126.39,160,2024-07-18,08:54:35
D0192,Pollution Sensor,2021-02-16,L0350,Miami,South Beach,-50.31481,110.330612,981,158,67 dB,21.11,4950,12.6,29,Active,2023-03-03,19,2,234,93,30,63,GreenTech,v2.1,0.34,0.009,21.99,0,0,728,2024-08-08,16:17:33
D0193,Public WiFi,2021-07-19,L0752,Chicago,The Loop,-44.778201,-140.934512,981,108,55 dB,13.36,4950,38,45,Inactive,2023-03-03,12,0,214,98.15,30,63,SmartIoT,v1.1,0.1,0.0033,25.65,777.32,0,1630,2024-01-08,11:57:25
D0194,Public WiFi,2023-01-21,L0367,New York,Brooklyn,-88.445083,22.30543,981,108,82 dB,5.53,4950,-6.3,50,Active,2023-03-03,28,5,338,98.99,30,63,GreenTech,v2.1,0.11,0.0092,32.01,455.96,0,229,2024-08-02,19:01:09
D0195,Parking Sensor,2021-05-15,L0692,Houston,Midtown,81.408328,-44.871811,981,108,85 dB,9.95,4950,26.6,88,Active,2023-03-03,29,3,234,93.46,15,63,SmartIoT,v1.0,0.25,0.0087,45.49,0,0,1353,2024-10-17,18:27:19
